name,url,category,categoryKorean,region,language,stars,forks,trendScore,trendScopes,compareScore,maturity,evidence,fileCount,dirCount,sourceDepthScore,keyReferenceCount,features,dominantBuckets,dependencyGroups,commandCategories,riskCategories,risks,standout,sourceDeepDivePath,reportPath,localPath
gentleman-programming/engram,https://github.com/Gentleman-Programming/engram.git,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,188,solid,deep-source+report,436,138,134,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;agentRuntime;retrieval;spec;docs,agentProtocols,utility,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/6/Gentleman-Programming__engram.md,reports/clone-structures/gentleman-programming__engram.md,sources/Gentleman-Programming__engram
huggingface/transformers,https://github.com/huggingface/transformers,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,188,solid,deep-source+report,6097,1151,134,12,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions;model-runtime,eval;docs;ci;retrieval;config,llmProviders;modelRuntime,utility;quality;test;build,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/7/huggingface__transformers.md,reports/clone-structures/huggingface__transformers.md,sources/huggingface__transformers
openclaw/openclaw,https://github.com/openclaw/openclaw,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,182,solid,deep-source+report,15000,766,134,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,eval;agentRuntime;security;retrieval;config,llmProviders;agentProtocols;webRuntime;developerSurface;browserAutomation,utility;build;quality;serve-dev;test;entrypoint,,scan truncated at 15000 files;ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/6/openclaw__openclaw.md,reports/clone-structures/openclaw__openclaw.md,sources/openclaw__openclaw
RooCodeInc/Roo-Code,https://github.com/RooCodeInc/Roo-Code,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,188,solid,deep-source+report,3009,547,134,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,docs;eval;spec;agentRuntime;entrypoints,developerSurface,utility;quality;test;build;serve-dev,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/f/RooCodeInc__Roo-Code.md,reports/clone-structures/RooCodeInc__Roo-Code.md,sources/RooCodeInc__Roo-Code
truera/trulens,https://github.com/truera/trulens,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,185,solid,deep-source+report,1232,317,134,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;docs;retrieval;config;agentRuntime,llmProviders;agentFrameworks;modelRuntime,utility;test;build;quality;serve-dev,,ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/a/truera__trulens.md,reports/clone-structures/truera__trulens.md,sources/truera__trulens
ultraworkers/claw-code,https://github.com/ultraworkers/claw-code,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,188,solid,deep-source+report,386,99,134,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,docs;agentRuntime;eval;entrypoints;retrieval,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/6/ultraworkers__claw-code.md,reports/clone-structures/ultraworkers__claw-code.md,sources/ultraworkers__claw-code
Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,agent-harness-mcp,에이전트 하네스/MCP,global,Python,185001,46134,170,global,519,high-signal,source+report,3857,1223,132,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,eval;agentRuntime;docs;security;retrieval,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/2/Significant-Gravitas__AutoGPT.md,reports/global-trending/repositories/Significant-Gravitas__AutoGPT.md,sources/Significant-Gravitas__AutoGPT
langgenius/dify,https://github.com/langgenius/dify,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,145630,22906,230,global,601,high-signal,source+report,12989,3264,132,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,eval;agentRuntime;spec;retrieval;security,,serve-dev;utility;quality;container;test;build,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/6/langgenius__dify.md,reports/global-trending/repositories/langgenius__dify.md,sources/langgenius__dify
firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,134132,7844,180,global,530,high-signal,source+report,1512,322,132,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,entrypoints;eval;retrieval;config;docs,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/1/firecrawl__firecrawl.md,reports/global-trending/repositories/firecrawl__firecrawl.md,sources/firecrawl__firecrawl
Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,114877,17043,0,,277,high-signal,source+report,1751,506,132,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,agentRuntime;mcp;docs;config;spec,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/f/Shubhamsaboo__awesome-llm-apps.md,reports/llm-wiki/repositories/Shubhamsaboo__awesome-llm-apps.md,sources/Shubhamsaboo__awesome-llm-apps
zed-industries/zed,https://github.com/zed-industries/zed,developer-productivity,개발 생산성/DevTools,global,Rust,85449,9119,151,global,486,high-signal,source+report,3833,849,132,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;config;docs;agentRuntime;ci,llmProviders;modelRuntime,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/5/zed-industries__zed.md,reports/global-trending/repositories/zed-industries__zed.md,sources/zed-industries__zed
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,JavaScript,82994,7188,175,global,520,high-signal,source+report,928,206,132,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;docs;agentRuntime;retrieval;security,llmProviders;agentProtocols;webRuntime,serve-dev;build;utility;quality;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/e/thedotmack__claude-mem.md,reports/global-trending/repositories/thedotmack__claude-mem.md,sources/thedotmack__claude-mem
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,agent-harness-mcp,에이전트 하네스/MCP,global,Python,77562,9858,170,global,512,high-signal,source+report,2433,365,132,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;agentRuntime;security;docs;retrieval,llmProviders;agentProtocols;webRuntime;observability;browserAutomation,build;quality;utility;test;serve-dev,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/c/OpenHands__OpenHands.md,reports/global-trending/repositories/OpenHands__OpenHands.md,sources/OpenHands__OpenHands
bytedance/deer-flow,https://github.com/bytedance/deer-flow,agent-harness-mcp,에이전트 하네스/MCP,global,Python,71423,9685,202,global,556,high-signal,source+report,1322,318,132,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,eval;agentRuntime;security;retrieval;docs,,utility;quality;serve-dev;container,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/4/bytedance__deer-flow.md,reports/global-trending/repositories/bytedance__deer-flow.md,sources/bytedance__deer-flow
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,TypeScript,69499,4937,151,global,485,high-signal,source+report,9922,2508,132,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,retrieval;eval;spec;entrypoints;config,webRuntime;developerSurface;browserAutomation,utility;serve-dev;build;quality;test,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/3/toeverything__AFFiNE.md,reports/global-trending/repositories/toeverything__AFFiNE.md,sources/toeverything__AFFiNE
ruvnet/ruflo,https://github.com/ruvnet/ruflo,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,59994,6954,215,global,573,high-signal,source+report,4824,1453,132,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,agentRuntime;eval;mcp;retrieval;docs,llmProviders;agentProtocols,serve-dev;build;test;quality;utility;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/2/ruvnet__ruflo.md,reports/global-trending/repositories/ruvnet__ruflo.md,sources/ruvnet__ruflo
abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,42383,4795,175,global,514,high-signal,source+report,3827,1719,132,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;entrypoints;retrieval;agentRuntime;config,webRuntime,utility;quality,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/c/abhigyanpatwari__GitNexus.md,reports/global-trending/repositories/abhigyanpatwari__GitNexus.md,sources/abhigyanpatwari__GitNexus
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,39364,8077,202,global,552,high-signal,source+report,3351,529,132,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,eval;agentRuntime;spec;retrieval;mcp,webRuntime;browserAutomation,utility;build;container;serve-dev;test,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/5/danny-avila__LibreChat.md,reports/global-trending/repositories/danny-avila__LibreChat.md,sources/danny-avila__LibreChat
HKUDS/LightRAG,https://github.com/HKUDS/LightRAG,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,36711,5182,0,,268,high-signal,deep-source+report,679,124,132,12,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions;model-runtime,eval;retrieval;docs;agentRuntime;config,llmProviders;agentFrameworks;vectorStores;modelRuntime;webRuntime,utility;serve-dev;build,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/4/HKUDS__LightRAG.md,reports/llm-wiki/repositories/HKUDS__LightRAG.md,sources/HKUDS__LightRAG
patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,agent-harness-mcp,에이전트 하네스/MCP,global,Jupyter Notebook,35839,5949,185,global,527,high-signal,source+report,1432,475,132,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,retrieval;agentRuntime;mcp;config;docs,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/2/patchy631__ai-engineering-hub.md,reports/global-trending/repositories/patchy631__ai-engineering-hub.md,sources/patchy631__ai-engineering-hub
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,agent-harness-mcp,에이전트 하네스/MCP,global,Python,35062,5869,193,global,538,high-signal,deep-source+report,666,158,132,12,monorepo;cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;retrieval;config;agentRuntime;ci,,utility;quality;test,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/7/langchain-ai__langgraph.md,reports/global-trending/repositories/langchain-ai__langgraph.md,sources/langchain-ai__langgraph
AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,agent-harness-mcp,에이전트 하네스/MCP,global,Python,34851,2403,182,global,523,high-signal,source+report,1500,227,132,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,docs;eval;agentRuntime;retrieval;container,llmProviders;agentProtocols;vectorStores;webRuntime;developerSurface,utility;test,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/3/AstrBotDevs__AstrBot.md,reports/global-trending/repositories/AstrBotDevs__AstrBot.md,sources/AstrBotDevs__AstrBot
chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,general-ai-open-source,일반 AI 오픈소스,global,Ruby,32363,7713,161,global,493,high-signal,source+report,8272,1551,132,12,cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions;web-runtime,eval;spec;retrieval;agentRuntime;security,webRuntime;developerSurface,quality;test;serve-dev;build;utility;container,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/3/chatwoot__chatwoot.md,reports/global-trending/repositories/chatwoot__chatwoot.md,sources/chatwoot__chatwoot
chopratejas/headroom,https://github.com/chopratejas/headroom,agent-harness-mcp,에이전트 하네스/MCP,global,Python,31580,2133,194,global,539,high-signal,source+report,1614,221,132,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;retrieval;docs;agentRuntime;security,llmProviders;agentProtocols;agentFrameworks;vectorStores;modelRuntime;webRuntime;developerSurface;observability,utility;test;build;quality,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/a/chopratejas__headroom.md,reports/global-trending/repositories/chopratejas__headroom.md,sources/chopratejas__headroom
